id,category,question,opt1,opt2,opt3,opt4,opt5,opt6,trait_axis
292,Deep & Values,How do you handle someone breaking your trust (Looking Back)?,Cut them off cleanly with zero drama,Forgive them eventually but the dynamic is permanently altered,Confront them directly demanding full clarity,Keep them at arm's length as a casual acquaintance,Second chances are possible if genuine remorse is shown,Quietly detach and never rely on them again,Values
293,Deep & Values,How do you handle someone breaking your trust (Looking Ahead)?,Cut them off cleanly with zero drama,Forgive them eventually but the dynamic is permanently altered,Confront them directly demanding full clarity,Keep them at arm's length as a casual acquaintance,Second chances are possible if genuine remorse is shown,Quietly detach and never rely on them again,Values
294,Deep & Values,How do you handle someone breaking your trust (Raw Instinct)?,Cut them off cleanly with zero drama,Forgive them eventually but the dynamic is permanently altered,Confront them directly demanding full clarity,Keep them at arm's length as a casual acquaintance,Second chances are possible if genuine remorse is shown,Quietly detach and never rely on them again,Values
295,Deep & Values,How do you handle someone breaking your trust (Calculated)?,Cut them off cleanly with zero drama,Forgive them eventually but the dynamic is permanently altered,Confront them directly demanding full clarity,Keep them at arm's length as a casual acquaintance,Second chances are possible if genuine remorse is shown,Quietly detach and never rely on them again,Values
296,Deep & Values,How do you handle someone breaking your trust (Deep Focus)?,Cut them off cleanly with zero drama,Forgive them eventually but the dynamic is permanently altered,Confront them directly demanding full clarity,Keep them at arm's length as a casual acquaintance,Second chances are possible if genuine remorse is shown,Quietly detach and never rely on them again,Values
297,Deep & Values,How do you handle someone breaking your trust (Late Night)?,Cut them off cleanly with zero drama,Forgive them eventually but the dynamic is permanently altered,Confront them directly demanding full clarity,Keep them at arm's length as a casual acquaintance,Second chances are possible if genuine remorse is shown,Quietly detach and never rely on them again,Values
298,Deep & Values,How do you handle someone breaking your trust (Social Vibe)?,Cut them off cleanly with zero drama,Forgive them eventually but the dynamic is permanently altered,Confront them directly demanding full clarity,Keep them at arm's length as a casual acquaintance,Second chances are possible if genuine remorse is shown,Quietly detach and never rely on them again,Values
299,Deep & Values,How do you handle someone breaking your trust (Solo Mode)?,Cut them off cleanly with zero drama,Forgive them eventually but the dynamic is permanently altered,Confront them directly demanding full clarity,Keep them at arm's length as a casual acquaintance,Second chances are possible if genuine remorse is shown,Quietly detach and never rely on them again,Values
300,Deep & Values,How do you handle someone breaking your trust (Real Talk)?,Cut them off cleanly with zero drama,Forgive them eventually but the dynamic is permanently altered,Confront them directly demanding full clarity,Keep them at arm's length as a casual acquaintance,Second chances are possible if genuine remorse is shown,Quietly detach and never rely on them again,Values
301,Deep & Values,What legacy or reputation matters most to you (Perspective A)?,Being known as someone who kept their word,Being remembered as reliable and genuinely kind,Leaving behind impressive technical or creative works,Making life distinctly better for my inner circle,Living authentically without apologizing for who I was,Not caring at all what people think after I am gone,Values
302,Deep & Values,What legacy or reputation matters most to you (Perspective B)?,Being known as someone who kept their word,Being remembered as reliable and genuinely kind,Leaving behind impressive technical or creative works,Making life distinctly better for my inner circle,Living authentically without apologizing for who I was,Not caring at all what people think after I am gone,Values
303,Deep & Values,What legacy or reputation matters most to you (In High-Stress)?,Being known as someone who kept their word,Being remembered as reliable and genuinely kind,Leaving behind impressive technical or creative works,Making life distinctly better for my inner circle,Living authentically without apologizing for who I was,Not caring at all what people think after I am gone,Values
304,Deep & Values,What legacy or reputation matters most to you (On Weekends)?,Being known as someone who kept their word,Being remembered as reliable and genuinely kind,Leaving behind impressive technical or creative works,Making life distinctly better for my inner circle,Living authentically without apologizing for who I was,Not caring at all what people think after I am gone,Values
305,Deep & Values,What legacy or reputation matters most to you (With Strangers)?,Being known as someone who kept their word,Being remembered as reliable and genuinely kind,Leaving behind impressive technical or creative works,Making life distinctly better for my inner circle,Living authentically without apologizing for who I was,Not caring at all what people think after I am gone,Values
306,Deep & Values,What legacy or reputation matters most to you (With Inner Circle)?,Being known as someone who kept their word,Being remembered as reliable and genuinely kind,Leaving behind impressive technical or creative works,Making life distinctly better for my inner circle,Living authentically without apologizing for who I was,Not caring at all what people think after I am gone,Values
307,Deep & Values,What legacy or reputation matters most to you (Looking Back)?,Being known as someone who kept their word,Being remembered as reliable and genuinely kind,Leaving behind impressive technical or creative works,Making life distinctly better for my inner circle,Living authentically without apologizing for who I was,Not caring at all what people think after I am gone,Values
308,Deep & Values,What legacy or reputation matters most to you (Looking Ahead)?,Being known as someone who kept their word,Being remembered as reliable and genuinely kind,Leaving behind impressive technical or creative works,Making life distinctly better for my inner circle,Living authentically without apologizing for who I was,Not caring at all what people think after I am gone,Values
